"Страна","Дата","Заражений","Выздоровлений","Смертей","Заражений за день","Выздоровлений за день","Смертей за день"
Лаос,01.10.2020,23,22,0,0,0,0
Уганда,06.06.2020,593,82,0,36,0,0
Судно "Diamond Princess",23.03.2020,712,325,8,0,0,0
Болгария,25.04.2020,1247,197,55,13,0,1
Западный берег реки Иордан,21.02.2020,0,0,0,0,0,0
Индия,01.12.2020,9499413,8932647,138122,36604,43062,501
Мавритания,27.09.2020,7464,7070,161,2,0,0
Монако,24.03.2020,23,1,0,0,0,0
Албания,18.08.2020,7654,3871,232,155,55,2
Люксембург,28.04.2020,3741,3123,89,12,0,1
Сьерра-Леоне,17.09.2020,2133,1646,72,0,0,0
Эфиопия,18.08.2020,32722,12938,572,1386,414,28
Сент-Китс и Невис,01.07.2020,15,15,0,0,0,0
Гайана,19.02.2020,0,0,0,0,0,0
Австралия,10.11.2020,27671,25454,907,2,0,0
Micronesia,22.08.2020,0,0,0,0,0,0
Латвия,29.07.2020,1224,1052,31,4,0,0
Шри-Ланка,27.02.2020,1,1,0,0,0,0
Индонезия,10.05.2020,14032,2698,973,387,91,14
Фиджи,13.08.2020,28,20,1,1,2,0
Танзания,26.09.2020,509,183,21,0,0,0
Иордания,22.06.2020,1042,751,9,9,12,0
Мальдивы,16.12.2020,13402,12786,48,10,26,0
Бельгия,08.07.2020,62123,17138,9776,65,16,2
ОАЭ,18.08.2020,64906,57909,366,365,115,2
Чехия,19.10.2020,181962,74908,1513,8077,2774,91
Монголия,29.01.2020,0,0,0,0,0,0
Словакия,01.10.2020,10938,4620,48,797,225,0
Либерия,16.01.2021,1887,1701,84,5,0,0
Вануату,26.01.2021,1,1,0,0,0,0
Россия,07.01.2021,3297833,2681373,59628,23218,23379,491
Руанда,01.08.2020,2042,1119,5,20,13,0
Сербия,13.06.2020,12251,11465,253,76,54,1
Гвинея-Бисау,05.07.2020,1765,676,25,0,0,0
Нигерия,28.01.2020,0,0,0,0,0,0
Соломоновы острова,12.05.2020,0,0,0,0,0,0
Уругвай,02.06.2020,826,691,23,1,2,0
Камбоджа,13.10.2020,283,278,0,0,0,0
США,25.02.2020,16,6,0,0,1,0
Норвегия,03.06.2020,8477,7727,237,22,0,0
Папский Престол,28.05.2020,12,2,0,0,0,0
Исландия,05.04.2020,1486,428,4,69,32,0
Алжир,13.08.2020,37187,26004,1341,488,377,8
Марокко,17.05.2020,6870,3660,192,129,173,0
Эсватини,27.10.2020,5875,5524,116,12,13,0
Парагвай,06.02.2020,0,0,0,0,0,0
Кипр,18.09.2020,1565,1282,22,7,0,0
Сент-Люсия,24.03.2020,3,0,0,0,0,0
Бруней,16.10.2020,147,143,3,0,0,0
Доминика,02.07.2020,18,18,0,0,0,0
Украина,22.11.2020,642215,299592,11292,12365,4741,143
Бутан,06.10.2020,300,250,0,1,2,0
Германия,05.01.2021,1814565,1472311,36757,18349,26869,1009
Кувейт,14.11.2020,136341,126902,835,691,558,2
Косово и Метохия,28.02.2020,0,0,0,0,0,0
Бахрейн,14.12.2020,89268,87332,348,125,150,0
Судан,06.02.2020,0,0,0,0,0,0
Маврикий,02.09.2020,356,335,10,0,0,0
Гренада,03.02.2020,0,0,0,0,0,0
Таиланд,30.09.2020,3569,3379,59,5,5,0
Киргизия,15.06.2020,2472,1847,28,187,56,1
Колумбия,04.04.2020,1406,85,32,139,30,7
Франция,26.09.2020,568588,96937,31714,14220,28,39
Шри-Ланка,13.01.2021,50229,43267,247,692,646,3
Индонезия,01.11.2020,412784,341942,13943,2696,4141,74
Нидерланды,06.03.2020,128,0,1,46,0,1
Австралия,01.05.2020,6778,5775,93,12,33,0
Венесуэла,15.10.2020,85469,77689,720,464,1427,6
Мальдивы,29.05.2020,1591,197,5,78,0,0
Хорватия,02.01.2021,212262,201300,4016,255,1480,55
Италия,14.06.2020,236989,176370,34345,338,1505,44
Мали,14.08.2020,2597,1979,125,0,0,0
Мексика,15.07.2020,317635,252368,36906,6149,6538,579
Казахстан,22.09.2020,138542,108706,2016,87,0,1
Ямайка,20.01.2021,14487,11777,331,68,34,2
Малави,18.11.2020,5999,5434,185,28,32,0
Индия,13.06.2020,320922,162379,9195,11929,8049,311
Того,01.04.2020,36,10,2,2,0,1
Болгария,16.11.2020,101770,30317,2282,3519,942,152
Западный берег реки Иордан,19.01.2021,153093,140914,1741,538,839,15
Коморские острова,10.10.2020,495,475,7,0,0,0
Нигер,18.03.2020,0,0,0,0,0,0
Барбадос,15.10.2020,218,195,7,3,3,0
Новая Зеландия,28.03.2020,451,50,0,83,13,0
Испания,10.10.2020,861112,150376,32929,0,0,0
Португалия,02.09.2020,58633,42233,1827,390,129,3
Гондурас,13.07.2020,28579,3123,789,489,166,15
Германия,06.03.2020,670,17,0,188,1,0
Черногория,18.09.2020,7711,4997,133,208,105,4
Великобритания,12.11.2020,1293715,3031,51020,33517,13,563
Украина,19.04.2020,5449,347,141,343,72,8
Турция,08.06.2020,171121,141380,4711,989,3411,19
Эсватини,15.05.2020,190,66,2,3,15,0
Парагвай,26.07.2020,4444,2794,41,116,115,1
Марокко,25.10.2020,197481,163195,3301,3020,2823,46
Канада,11.01.2021,672931,575152,17199,8325,10103,125
Мадагаскар,22.08.2020,14277,13332,178,59,126,0
Киргизия,29.11.2020,72807,64149,1271,836,742,9
Замбия,31.08.2020,12097,11469,288,72,15,1
Гренада,29.07.2020,23,23,0,0,0,0
Джибути,29.06.2020,4656,4433,53,13,85,1
Бахрейн,31.05.2020,11398,6673,19,605,847,2
Камерун,07.09.2020,19604,18448,415,0,0,0
Судан,26.07.2020,11385,5890,717,83,0,0
Косово и Метохия,12.01.2021,54261,47081,1387,279,431,4
Сомали,10.11.2020,4301,3247,107,0,0,0
Ангола,13.10.2020,6680,2761,222,192,17,3
Греция,05.11.2020,49807,23074,702,2915,0,29
Сейшельские острова,07.10.2020,148,143,0,0,0,0
Либерия,24.02.2020,0,0,0,0,0,0
Вануату,14.02.2020,0,0,0,0,0,0
Эквадор,25.06.2020,53156,26097,4343,1513,1106,69
Египет,19.09.2020,101900,88666,5750,128,708,17
Монголия,03.08.2020,293,230,0,0,0,0
Папский Престол,17.12.2020,27,15,0,0,0,0
Гвинея,11.12.2020,13398,12626,79,30,28,0
Афганистан,17.07.2020,35219,23151,1149,159,327,32
Норвегия,11.12.2020,40439,17998,387,416,0,5
США,15.01.2021,23583255,0,392525,240707,0,3805
Уругвай,12.12.2020,9180,6155,91,331,214,1
Нигерия,04.08.2020,44433,31851,910,304,11188,14
Соломоновы острова,30.10.2020,8,4,0,0,0,0
Камерун,18.04.2020,1017,177,22,21,13,0
Судан,07.04.2020,14,2,2,2,0,0
Бахрейн,24.10.2020,79975,76474,312,401,331,1
Мальта,01.01.2021,12909,11178,219,135,57,0
Швеция,09.11.2020,146461,0,6022,0,0,0
Черногория,14.06.2020,325,315,9,1,0,0
Франция,10.12.2020,2393590,180348,57044,13872,1411,296
Колумбия,05.02.2020,0,0,0,0,0,0
Турция,12.09.2020,289635,257731,6999,1509,1207,48
Таиланд,06.12.2020,4107,3868,60,21,15,0
Джибути,07.03.2020,0,0,0,0,0,0
Маврикий,31.10.2020,441,398,10,0,0,0
Гренада,10.04.2020,14,0,0,2,0,0
Кипр,16.11.2020,7285,2021,40,107,0,1
Замбия,27.05.2020,1057,779,7,137,443,0
Парагвай,07.04.2020,115,15,5,2,3,0
Канада,25.01.2020,0,0,0,0,0,0
Эсватини,06.09.2020,4853,3951,94,34,48,0
Мадагаскар,18.05.2020,322,119,1,18,5,0
Панама,09.12.2020,182977,156870,3264,1811,1000,23
Гондурас,22.02.2020,0,0,0,0,0,0
Германия,24.06.2020,192871,176422,8928,391,597,14
Бутан,26.11.2020,389,368,0,3,1,0
Украина,08.09.2020,143914,65849,2988,2490,963,58
Доминика,28.12.2020,88,83,0,0,0,0
Камбоджа,21.12.2020,363,347,0,0,2,0
Ангола,06.05.2020,36,11,2,0,0,0
Нигерия,12.04.2020,323,85,10,5,15,0
Польша,07.11.2020,521640,200510,7636,27875,11835,349
Гвинея-Бисау,26.01.2021,2532,2421,45,0,0,0
Египет,15.06.2020,46289,12329,1672,1691,398,97
Исландия,04.02.2020,0,0,0,0,0,0
Либерия,19.07.2020,1091,534,70,3,15,0
Вануату,05.07.2020,0,0,0,0,0,0
Эквадор,03.03.2020,7,0,0,1,0,0
Словакия,01.12.2020,107183,68859,868,1254,2818,29
Монголия,15.04.2020,30,5,0,0,0,0
Афганистан,12.04.2020,608,32,19,52,0,1
Сейшельские острова,15.06.2020,11,11,0,0,0,0
Мальдивы,18.10.2020,11210,10164,37,32,67,1
Нидерланды,13.08.2020,62406,253,6187,688,0,5
Иордания,11.01.2021,308670,290430,4043,1461,1645,19
Чехия,19.12.2020,618836,531622,10271,8830,4560,108
Бельгия,27.01.2021,699662,0,20933,3020,0,54
Австралия,20.09.2020,26912,24063,851,14,95,2
Micronesia,07.11.2020,0,0,0,0,0,0
Венесуэла,22.05.2020,944,262,10,62,0,0
Сьерра-Леоне,17.11.2020,2392,1823,74,1,1,0
Сент-Китс и Невис,29.12.2020,32,27,0,0,0,0
Танзания,10.12.2020,509,183,21,0,0,0
Коморские острова,21.05.2020,34,8,1,0,0,0
Лаос,01.12.2020,39,26,0,0,0,0
Нигер,07.08.2020,1153,1057,69,0,0,0
Италия,18.09.2020,294932,216807,35668,1907,853,10
Барбадос,22.05.2020,90,70,7,0,0,0
Новая Зеландия,21.08.2020,1671,1538,22,6,0,0
Испания,21.05.2020,233037,150376,27940,482,0,52
Ямайка,03.02.2020,0,0,0,0,0,0
Индия,01.10.2020,6394068,5352078,99773,81484,78877,1095
Того,24.07.2020,839,585,17,11,1,1
Мали,25.03.2020,2,0,0,2,0,0
Казахстан,29.04.2020,3138,819,25,111,45,0
Мексика,20.02.2020,0,0,0,0,0,0
Португалия,29.05.2020,31946,18911,1383,350,274,14
Исландия,28.07.2020,1857,1823,10,3,0,0
Папский Престол,17.10.2020,27,15,0,1,3,0
Алжир,20.03.2020,90,32,11,3,0,2
Соломоновы острова,30.08.2020,0,0,0,0,0,0
Гвинея-Бисау,14.02.2020,0,0,0,0,0,0
Руанда,23.02.2020,0,0,0,0,0,0
Лесото,26.10.2020,1943,975,43,3,5,0
Уругвай,22.10.2020,2701,2204,53,38,32,0
Норвегия,25.09.2020,13545,10371,270,139,0,0
Камбоджа,24.05.2020,124,122,0,0,0,0
Сербия,17.09.2020,32695,0,738,82,0,2
США,20.07.2020,3839293,1160087,142084,62082,28966,544
Сейшельские острова,29.11.2020,173,162,0,0,0,0
Монголия,29.01.2021,1742,1321,2,32,18,0
Эквадор,08.01.2021,219148,190350,14165,763,0,7
Словакия,13.06.2020,1545,1410,28,3,1,0
Таиланд,08.06.2020,3119,2973,58,7,1,0
Джибути,04.01.2021,5846,5747,61,4,6,0
Маврикий,11.05.2020,332,322,10,0,2,0
Киргизия,07.10.2020,48097,43798,1069,298,154,3
Франция,04.06.2020,191869,70094,29069,4360,521,45
Колумбия,27.07.2020,257101,131161,8777,8125,6124,252
Косово и Метохия,21.06.2020,2073,1018,35,75,38,1
Бруней,09.05.2020,141,132,1,0,0,0
Камерун,23.11.2020,23842,22177,435,314,0,0
Сент-Люсия,17.08.2020,25,25,0,0,0,0
Доминика,14.03.2020,0,0,0,0,0,0
Гондурас,18.01.2021,134938,60165,3368,827,33,14
Бутан,18.06.2020,67,25,0,0,1,0
Марокко,04.09.2020,68605,52483,1292,1750,1260,39
Кипр,25.04.2020,810,148,14,6,50,0
Болгария,18.09.2020,18733,13510,753,189,119,4
Того,08.02.2020,0,0,0,0,0,0
Судно "Diamond Princess",16.08.2020,712,651,13,0,0,0
Западный берег реки Иордан,16.07.2020,7412,1313,51,348,229,7
Грузия,30.06.2020,928,794,15,2,3,0
Барбадос,23.12.2020,329,290,7,2,6,0
Испания,24.12.2020,1854951,150376,49824,12662,0,126
Лаос,13.06.2020,19,19,0,0,0,0
Нигер,25.01.2020,0,0,0,0,0,0
Коморские острова,24.12.2020,715,626,7,22,11,0
Уганда,10.09.2020,4291,1998,48,190,122,2
Хорватия,27.06.2020,2624,2152,107,85,2,0
Мавритания,20.04.2020,7,6,1,0,0,0
Монако,28.06.2020,103,95,4,0,0,0
Казахстан,12.11.2020,158036,138309,2311,775,391,44
Мексика,20.01.2021,1688944,1264780,144371,20548,12998,1539
Гайана,28.07.2020,396,181,20,7,0,0
Бельгия,13.02.2020,1,0,0,0,0,0
ОАЭ,29.03.2020,570,58,3,102,6,1
Люксембург,05.10.2020,8925,7793,127,216,365,2
Чехия,26.05.2020,9050,6270,317,48,88,0
Иордания,29.02.2020,0,0,0,0,0,0
Латвия,20.02.2020,0,0,0,0,0,0
Индонезия,01.09.2020,177571,128057,7505,2775,2098,88
Шри-Ланка,18.07.2020,2703,2023,11,6,11,0
Фиджи,20.03.2020,1,0,0,0,0,0
Танзания,04.06.2020,509,183,21,0,0,0
Албания,29.03.2020,212,33,10,15,2,0
Сьерра-Леоне,24.04.2020,82,10,2,18,0,1
Эфиопия,29.03.2020,21,1,0,5,0,0
Сент-Китс и Невис,13.03.2020,0,0,0,0,0,0
Венесуэла,23.12.2020,111024,105249,1002,196,450,5
Micronesia,04.05.2020,0,0,0,0,0,0
Италия,04.12.2020,1688939,872385,58852,24110,25576,814
Судно "Diamond Princess",11.02.2020,135,0,0,0,0,0
Того,15.08.2020,1130,836,27,6,30,1
Индия,11.10.2020,7120538,6149535,109150,66732,71559,816
Коморские острова,12.06.2020,163,97,2,1,0,0
Барбадос,17.06.2020,97,85,7,0,2,0
Новая Зеландия,26.07.2020,1556,1513,22,0,0,0
Испания,12.06.2020,243209,150376,27136,502,0,0
Ямайка,16.02.2020,0,0,0,0,0,0
Нигер,01.08.2020,1136,1028,69,2,0,0
Лаос,27.12.2020,41,37,0,0,0,0
Малави,27.04.2020,36,4,3,2,0,0
Мексика,01.03.2020,5,0,0,1,0,0
Казахстан,09.05.2020,4975,1776,31,141,145,0
Мали,31.03.2020,28,0,2,3,0,0
Чехия,09.12.2020,556927,489759,9136,5857,4978,100
Нидерланды,01.01.2021,816616,9651,11624,8234,66,99
Бельгия,01.01.2021,648289,0,19581,1793,0,53
Мальдивы,26.09.2020,10045,8754,34,31,81,0
Иордания,17.01.2021,314514,298868,4145,957,1623,8
Танзания,16.12.2020,509,183,21,0,0,0
Фиджи,29.01.2021,55,53,2,0,0,0
Гамбия,25.06.2020,43,26,2,1,0,0
Micronesia,17.11.2020,0,0,0,0,0,0
Австралия,29.08.2020,25670,20860,611,123,227,11
Венесуэла,17.06.2020,3386,835,28,236,0,1
Сент-Китс и Невис,24.01.2021,35,33,0,0,0,0
Сьерра-Леоне,07.11.2020,2381,1812,74,8,5,0
Польша,23.10.2020,228318,105092,4172,13632,2888,153
Алжир,29.01.2021,106887,72956,2884,277,211,3
Греция,10.05.2020,2716,1374,151,6,0,0
Камбоджа,29.11.2020,323,301,0,8,0,0
Япония,11.07.2020,21430,17494,982,386,0,0
Гвинея-Бисау,04.01.2021,2455,2398,45,0,0,0
Нигерия,21.03.2020,22,1,0,10,0,0
Гвинея,15.06.2020,4572,3259,26,40,25,1
Сейшельские острова,24.05.2020,11,11,0,0,0,0
Вануату,29.06.2020,0,0,0,0,0,0
Либерия,23.06.2020,652,270,34,2,10,0
Монголия,20.03.2020,6,0,0,0,0,0
Словакия,27.12.2020,167523,119086,1773,874,2138,41
Эквадор,26.02.2020,0,0,0,0,0,0
Швеция,21.10.2020,107355,0,5929,975,0,11
Франция,16.12.2020,2465126,186004,59472,17720,1224,290
Гренада,15.03.2020,0,0,0,0,0,0
Маврикий,22.11.2020,494,433,10,0,0,0
Джибути,14.02.2020,0,0,0,0,0,0
Таиланд,12.12.2020,4209,3923,60,17,8,0
Великобритания,17.04.2020,117798,394,16973,4990,19,914
Мальта,13.08.2020,1245,708,9,55,13,0
Бахрейн,28.09.2020,69848,63549,245,487,662,3
Камерун,10.05.2020,2579,1465,114,305,233,6
Судан,28.03.2020,5,0,1,2,0,0
Турция,02.12.2020,700880,414141,14129,31923,4821,193
Бутан,22.12.2020,479,430,0,0,0,0
Канада,12.03.2020,117,8,1,9,0,0
Германия,20.07.2020,203325,188070,9094,590,670,2
Гондурас,28.02.2020,0,0,0,0,0,0
Доминика,23.01.2021,113,105,0,0,0,0
Сент-Люсия,10.02.2020,0,0,0,0,0,0
Украина,02.09.2020,128833,60943,2705,2554,1039,51
Кипр,06.11.2020,5557,1882,27,224,0,0
Панама,21.09.2020,106810,82320,2272,607,955,15
Эсватини,12.09.2020,5050,4188,98,25,23,0
Сомали,19.04.2020,164,3,7,29,1,0
Парагвай,28.03.2020,56,1,3,4,0,0
Люксембург,25.11.2020,32100,22630,288,616,441,5
Иордания,23.02.2020,0,0,0,0,0,0
Гайана,17.01.2021,6908,6165,170,57,39,0
Латвия,07.02.2020,0,0,0,0,0,0
Бельгия,10.03.2020,267,1,0,28,0,0
ОАЭ,04.04.2020,1505,125,10,241,17,1
Чехия,05.06.2020,9529,6881,327,35,72,1
Сент-Китс и Невис,16.02.2020,0,0,0,0,0,0
Сьерра-Леоне,04.05.2020,178,37,9,12,8,1
Эфиопия,04.04.2020,38,4,0,3,1,0
Албания,04.04.2020,333,99,20,29,10,3
Micronesia,24.04.2020,0,0,0,0,0,0
Венесуэла,27.11.2020,101524,96402,888,309,330,4
Шри-Ланка,26.06.2020,2014,1619,11,4,17,0
Индонезия,07.09.2020,196989,140652,8130,2880,2077,105
Мьянма,25.06.2020,293,211,6,0,3,0
Танзания,29.05.2020,509,183,21,0,0,0
Фиджи,15.04.2020,16,0,0,0,0,0
Нигер,31.01.2020,0,0,0,0,0,0
Лаос,18.05.2020,19,14,0,0,0,0
Барбадос,27.11.2020,270,249,7,4,3,0
Новая Зеландия,06.02.2020,0,0,0,0,0,0
Испания,02.12.2020,1665775,150376,45784,9331,0,273
Коморские острова,02.12.2020,613,586,7,0,0,0
Судно "Diamond Princess",21.07.2020,712,651,13,0,0,0
Болгария,23.08.2020,15287,10338,545,156,56,6
Западный берег реки Иордан,20.06.2020,784,437,3,109,0,0
Уганда,26.11.2020,19115,8840,191,225,8,0
Мексика,10.01.2021,1534039,1150422,133706,10003,7168,502
Казахстан,02.11.2020,150863,135535,2227,483,234,0
Хорватия,07.07.2020,3272,2229,113,52,19,0
Камерун,01.11.2020,22103,21151,429,310,1034,3
Косово и Метохия,13.07.2020,4931,2267,102,216,40,1
Маврикий,19.04.2020,328,208,9,3,28,0
Джибути,26.01.2021,5923,5841,62,3,1,1
Таиланд,02.06.2020,3083,2966,58,1,1,1
Колумбия,18.08.2020,489122,312323,15619,12462,10798,247
Франция,29.05.2020,188949,67921,28717,594,612,51
Киргизия,13.10.2020,49871,44712,1092,343,190,2
Марокко,14.09.2020,88203,68970,1614,1517,1442,36
Кувейт,23.04.2020,2399,498,14,151,55,1
Кипр,05.05.2020,878,296,15,4,0,0
Доминика,17.02.2020,0,0,0,0,0,0
Сент-Люсия,22.07.2020,23,19,0,0,0,0
Узбекистан,20.07.2020,17149,9387,90,397,108,3
Бутан,23.05.2020,24,6,0,3,0,0
Гондурас,12.01.2021,129805,59389,3294,1104,88,9
Гвинея-Бисау,07.03.2020,0,0,0,0,0,0
Соломоновы острова,09.09.2020,0,0,0,0,0,0
США,24.06.2020,2386014,656161,124899,35858,8613,757
Камбоджа,15.06.2020,128,125,0,0,0,0
Норвегия,17.10.2020,16369,11863,278,97,0,0
Уругвай,30.09.2020,2046,1791,48,13,20,0
Россия,08.03.2020,17,3,0,4,1,0
Руанда,04.02.2020,0,0,0,0,0,0
Лесото,11.10.2020,1805,961,42,5,35,0
Сербия,05.12.2020,213843,0,1891,6903,0,57
Алжир,15.04.2020,2160,708,336,90,17,10
Папский Престол,25.09.2020,12,12,0,0,0,0
Исландия,19.08.2020,2035,1903,10,8,8,0
Словакия,18.05.2020,1495,1185,28,1,22,0
Эквадор,14.01.2021,226002,193581,14246,1687,0,17
Сейшельские острова,21.12.2020,205,184,0,3,0,0
Иран,16.08.2020,343203,297486,19639,2133,1856,147
Кот-д’Ивуар,04.03.2020,0,0,0,0,0,0
Россия,25.09.2020,1131088,930955,19973,7112,4292,106
Чад,20.05.2020,565,177,57,20,38,1
Малайзия,28.03.2020,2320,320,27,159,61,1
Лесото,21.02.2020,0,0,0,0,0,0
Бенин,29.01.2021,3786,3398,48,0,0,0
Руанда,28.10.2020,5129,4851,35,45,0,0
Сингапур,21.08.2020,56216,53651,27,117,532,0
Marshall Islands,10.04.2020,0,0,0,0,0,0
Молдавия,29.01.2021,158860,149026,3424,551,594,11
Оман,11.04.2020,546,109,3,62,0,0
Боливия,28.09.2020,134223,94324,7900,322,533,42
Тунис,16.12.2020,114547,87884,3997,1306,1083,41
Сент-Винсент и Гренадины,21.07.2020,50,29,0,0,0,0
Экваториальная Гвинея,28.12.2020,5248,5097,86,0,0,0
